model_id,make,model,min_price,max_price,hold_amount,currency,warranty,warranty_duration,item_name
421,Jeep,Wrangler,635,635,604.7619048,AED,12,months,Standard
422,Jeep,Wrangler Unlimited,635,635,604.7619048,AED,12,months,Standard
423,Kia,Cadenza,635,635,604.7619048,AED,12,months,Standard
424,Kia,Carens,525,525,500,AED,12,months,Standard
425,Kia,Carnival,525,525,500,AED,12,months,Standard
426,Kia,Cerato,525,525,500,AED,12,months,Standard
427,Kia,Cerato Hatchback,525,525,500,AED,12,months,Standard
428,Kia,Cerato Koup,525,525,500,AED,12,months,Standard
429,Kia,Mohave,525,525,500,AED,12,months,Standard
430,Kia,Opirus,525,525,500,AED,12,months,Standard
431,Kia,Optima,525,525,500,AED,12,months,Standard
432,Kia,Picanto,395,395,376.1904762,AED,12,months,Standard
433,Kia,Quoris,,,,AED,12,months,Standard
434,Kia,Rio,450,450,428.5714286,AED,12,months,Standard
435,Kia,Rio Hatchback,525,525,500,AED,12,months,Standard
436,Kia,Sorento,525,525,500,AED,12,months,Standard
437,Kia,Soul,450,450,428.5714286,AED,12,months,Standard
438,Kia,Sportage,525,525,500,AED,12,months,Standard
439,Kia,Stinger,775,775,738.0952381,AED,12,months,Standard
440,King Long,Mini Van,,,,AED,12,months,Standard
441,Koenigsegg,CCX,,,,AED,12,months,Standard
442,KTM,X-Bow,,,,AED,12,months,Standard
443,Lamborghini,Aventador,,,,AED,12,months,Standard
444,Lamborghini,Aventador Roadster,,,,AED,12,months,Standard
445,Lamborghini,Gallardo,,,,AED,12,months,Standard
446,Lamborghini,Huracan,,,,AED,12,months,Standard
447,Lamborghini,Huracan Spyder,,,,AED,12,months,Standard
448,Lamborghini,Murcielago,,,,AED,12,months,Standard
449,Lamborghini,Urus,,,,AED,12,months,Standard
450,Land Rover,Defender,775,775,738.0952381,AED,12,months,Standard
451,Land Rover,Discovery,775,775,738.0952381,AED,12,months,Standard
452,Land Rover,Discovery Sport,775,775,738.0952381,AED,12,months,Standard
